completed	failure	Fix typo in `error_overdepending` field	Tests	fix_error_overdepending_typo	pull_request	4684466533	1h13m25s	15h
completed	cancelled	Drop cytoolz usage	Tests	drop-cytoolz	pull_request	2820950683	1h11m51s	Aug  8, 2022
completed	cancelled	Drop cytoolz usage	Tests	drop-cytoolz	pull_request	2820890888	11m57s	Aug  8, 2022
completed	success	Add sphinx-sitemap to docs.	Tests	sphinx-sitemap	pull_request	2820846122	1h26m59s	Aug  9, 2022
completed	success	Add sphinx-sitemap to docs.	Tests	sphinx-sitemap	pull_request	2820000744	1h41m16s	Aug  8, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2819491269	1h44m8s	Aug  8, 2022
completed	success	Add s390x selector missing from docs	Tests	fix_preprocess_selectors_table	pull_request	2805935302	1h50m16s	Aug  5, 2022
completed	success	Add s390x selector missing from docs	Tests	fix_preprocess_selectors_table	pull_request	2802495877	1h37m51s	Aug  5, 2022
completed	cancelled	Add s390x selector missing from docs	Tests	fix_preprocess_selectors_table	pull_request	2802465404	5m38s	Aug  5, 2022
completed	cancelled	Add s390x selector missing from docs	Tests	fix_preprocess_selectors_table	pull_request	2802436848	5m29s	Aug  5, 2022
completed	cancelled	Add s390x selector missing from docs	Tests	fix_preprocess_selectors_table	pull_request	2802414106	4m20s	Aug  5, 2022
completed	failure	Release 3.22.0 (#4543)	Tests	main	push	2793197602	1h35m1s	Aug  3, 2022
completed	success	Release 3.22.0	Tests	release-3.22.0	pull_request	2792298037	46m40s	Aug  3, 2022
completed	failure	 Use conda-canary/label/dev's conda package for CI tests (#4548)	Tests	main	push	2792279163	1h50m19s	Aug  3, 2022
completed	failure	Use `conda-canary/label/dev`'s `conda` package for CI tests	Tests	update-canary-ci	pull_request	2791858510	1h22m20s	Aug  3, 2022
completed	cancelled	Use `conda-canary/label/dev`'s `conda` package for CI tests	Tests	update-canary-ci	pull_request	2791608811	46m14s	Aug  3, 2022
completed	failure	Use `conda-canary/label/dev`'s `conda` package for CI tests	Tests	update-canary-ci	pull_request	2790685248	1h37m3s	Aug  3, 2022
completed	success	Release 3.22.0	Tests	release-3.22.0	pull_request	2785137239	1h29m6s	Aug  3, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4545)	Tests	main	push	2778861007	1h46m42s	Aug  2, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2777675352	1h37m15s	Aug  1, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2776398814	1h24m53s	Aug  1, 2022
completed	failure	Rename 'sysroot' variable to avoid overwriting inside nested loop (#4…	Tests	main	push	2775507177	2h48m35s	Aug  1, 2022
completed	failure	Rename 'sysroot' variable to avoid overwriting inside nested loop	Tests	sysroot-variable-name	pull_request	2775505088	1h55m18s	Aug  1, 2022
completed	failure	Drop dependency on Setuptools	Tests	use_packaging	pull_request	2775491269	1h37m10s	Aug  1, 2022
completed	success	Release 3.22.0	Tests	release-3.22.0	pull_request	2756612004	1h35m29s	Jul 28, 2022
completed	cancelled	Release 3.22.0	Tests	release-3.22.0	pull_request	2756575706	7m31s	Jul 28, 2022
completed	success	Remove old issue/PR templates (#4541)	Tests	main	push	2748092678	1h23m4s	Jul 27, 2022
completed	success	Remove old issue/PR templates	Tests	remove-old-templates	pull_request	2748030987	1h40m0s	Jul 27, 2022
completed	cancelled	Remove old issue/PR templates	Tests	remove-old-templates	pull_request	2748029549	30s	Jul 27, 2022
completed	success	Rename master to main	Tests	master-to-main	pull_request	2740646829	1h32m35s	Jul 26, 2022
completed	failure	🔄 Synced file(s) with conda/infra (#4538)	Tests	master	push	2736426333	1h55m38s	Jul 26, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2736417353	1h39m38s	Jul 26, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4534)	Tests	master	push	2733957657	1h30m35s	Jul 25, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2733842769	1h31m23s	Jul 25, 2022
completed	success	Link the "Contributing Guide" to the README and place in the documena…	Tests	master	push	2721320204	1h50m19s	Jul 22, 2022
completed	failure	Link the "Contributing Guide" to the README and place in the documenation	Tests	add-contributing-guide-to-readme	pull_request	2720909268	1h31m16s	Jul 22, 2022
completed	success	Link the "Contributing Guide" to the README and place in the documenation	Tests	add-contributing-guide-to-readme	pull_request	2719762535	1h34m11s	Jul 22, 2022
completed	cancelled	Link the "Contributing Guide" to the README and place in the documenation	Tests	add-contributing-guide-to-readme	pull_request	2719739497	4m47s	Jul 22, 2022
completed	cancelled	Link the "Contributing Guide" to the README and place in the documenation	Tests	add-contributing-guide-to-readme	pull_request	2719723252	3m43s	Jul 22, 2022
completed	failure	🔄 Synced file(s) with conda/infra (#4524)	Tests	master	push	2716012545	1h32m26s	Jul 22, 2022
completed	failure	Link the "Contributing Guide" to the README and place in the documenation	Tests	add-contributing-guide-to-readme	pull_request	2715451906	1h17m10s	Jul 22, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2715106312	1h32m3s	Jul 21, 2022
completed	cancelled	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2715099112	2m1s	Jul 21, 2022
completed	success	Rename master to main	Tests	master-to-main	pull_request	2713645701	1h36m18s	Jul 21, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2692049787	1h23m27s	Jul 18, 2022
completed	cancelled	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2692030693	4m13s	Jul 18, 2022
completed	success	Rename 'sysroot' variable to avoid overwriting inside nested loop	Tests	sysroot-variable-name	pull_request	2676242696	1h27m28s	Jul 15, 2022
completed	cancelled	Rename 'sysroot' variable to avoid overwriting inside nested loop	Tests	sysroot-variable-name	pull_request	2676032498	41m36s	Jul 15, 2022
completed	cancelled	Rename 'sysroot' variable to avoid overwriting inside nested loop	Tests	sysroot-variable-name	pull_request	2675991507	8m21s	Jul 15, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2651060340	1h28m3s	Jul 11, 2022
completed	cancelled	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2651043112	4m7s	Jul 11, 2022
completed	success	Changed master to main in all relevant places in docs	Tests	4514-change-master-to-main-in-conda-build-docs	pull_request	2625446600	1h9m26s	Jul  6, 2022
completed	failure	Make default logger list more complete (#4517)	Tests	master	push	2617554006	1h28m42s	Jul  5, 2022
completed	success	Make default logger list more complete	Tests	teake/new-default-loggers	pull_request	2616979203	1h35m42s	Jul  5, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4510)	Tests	master	push	2616686873	1h22m1s	Jul  5, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2616486305	1h44m56s	Jul  5, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2611417459	1h30m46s	Jul  4, 2022
completed	success	🔄 Synced file(s) with conda/infra (#4511)	Tests	master	push	2575873764	1h50m21s	Jun 28, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2575535310	1h48m30s	Jun 28, 2022
completed	failure	Replace `r-cortools` with `r-badger` for "Artistic-2.0" license testi…	Tests	master	push	2575169222	1h44m19s	Jun 28, 2022
completed	cancelled	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2575136115	1h10m55s	Jun 28, 2022
completed	failure	Make default logger list more complete	Tests	teake/new-default-loggers	pull_request	2570133057	1h34m50s	Jun 27, 2022
completed	success	Replace `r-cortools` with `r-badger` for "Artistic-2.0" license testing	Tests	cortools-archived	pull_request	2557399473	1h25m27s	Jun 24, 2022
completed	success	Replace `r-cortools` with `r-badger` for "Artistic-2.0" license testing	Tests	cortools-archived	pull_request	2556886400	1h28m28s	Jun 24, 2022
completed	failure	Changed master to main in all relevant places in docs	Tests	4514-change-master-to-main-in-conda-build-docs	pull_request	2556302932	1h22m40s	Jun 24, 2022
completed	failure	Changed master to main in all relevant places in docs	Tests	4514-change-master-to-main-in-conda-build-docs	pull_request	2551992156	1h51m59s	Jun 23, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2551950888	1h32m44s	Jun 23, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2543508762	1h41m6s	Jun 22, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2530356611	1h24m18s	Jun 20, 2022
completed	failure	Also rewrite long prefix paths in `output` scripts $PREFIX, etc.	Tests	rewrite_env-in-outputs	pull_request	2517335921	1h16m20s	Jun 17, 2022
completed	success	Ensure `test/commands` & `run_test.*` both work	Tests	fix_tst_dir	pull_request	2513899207	1h13m32s	Jun 17, 2022
completed	failure	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2511183492	56m54s	Jun 16, 2022
completed	failure	utils.get_stdlib_dir(): Don't select python3.1 symlink; select python…	Tests	master	push	2511181470	1h29m41s	Jun 16, 2022
completed	success	get_stdlib_dir(): Don't select python3.1 symlink; select python3.10	Tests	fix-sp_dir	pull_request	2509493027	1h20m24s	Jun 16, 2022
completed	cancelled	get_stdlib_dir(): Don't select python3.1 symlink; select python3.10	Tests	fix-sp_dir	pull_request	2509412179	14m23s	Jun 16, 2022
completed	success	Remove boards.yml (#4506)	Tests	master	push	2504564928	1h32m54s	Jun 15, 2022
completed	success	Remove `boards.yml`	Tests	remove-boards.yml	pull_request	2504037540	1h24m17s	Jun 15, 2022
completed	success	get_stdlib_dir(): Don't select python3.1 symlink; select python3.10	Tests	fix-sp_dir	pull_request	2499481937	1h28m36s	Jun 15, 2022
completed	cancelled	get_stdlib_dir(): Don't select python3.1 symlink; select python3.10	Tests	fix-sp_dir	pull_request	2499476919	1m42s	Jun 15, 2022
completed	success	Manually updating doc conf.py copyright.	Tests	updating-doc-copyright	pull_request	2498566748	1h27m10s	Jun 14, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4503)	Tests	master	push	2498499252	1h41m46s	Jun 14, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2498498088	1h36m37s	Jun 14, 2022
completed	failure	4222 fix find executable checks	Tests	4222_fix_find_executable_checks	pull_request	2496609683	2h1m10s	Jun 14, 2022
completed	failure	Add `patch`/`m2-patch` as a hard dependency (#4495)	Tests	master	push	2490566212	1h32m53s	Jun 13, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2489795545	1h50m24s	Jun 13, 2022
completed	success	Add `patch`/`m2-patch` as a hard dependency	Tests	ensure-line-endings	pull_request	2489651385	1h20m22s	Jun 13, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4469)	Tests	master	push	2489234111	1h50m33s	Jun 13, 2022
completed	success	Add `patch`/`m2-patch` as a hard dependency	Tests	ensure-line-endings	pull_request	2488978963	1h16m52s	Jun 13, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2449054042	1h23m46s	Jun  6, 2022
completed	failure	[WIP] Try setting `from_recipe_dir` to `True`	Tests	close_3754	pull_request	2438166386	1h27m13s	Jun  4, 2022
completed	failure	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2436348045	1h9m52s	Jun  3, 2022
completed	success	[WIP] Try setting `from_recipe_dir` to `True`	Tests	close_3754	pull_request	2432083587	1h29m49s	Jun  3, 2022
completed	success	Add `patch`/`m2-patch` as a hard dependency	Tests	ensure-line-endings	pull_request	2431225227	1h37m40s	Jun  2, 2022
completed	success	Add `patch`/`m2-patch` as a hard dependency	Tests	ensure-line-endings	pull_request	2430273366	1h32m47s	Jun  2, 2022
completed	cancelled	Add `patch`/`m2-patch` as a hard dependency	Tests	ensure-line-endings	pull_request	2430269115	1m8s	Jun  2, 2022
completed	failure	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429886464	1h0m37s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429877248	2m50s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429866996	3m7s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429821833	9m47s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429743212	17m25s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429458519	1h1m5s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429406620	9m29s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429198660	38m54s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2429182512	3m35s	Jun  2, 2022
completed	success	Also rewrite long prefix paths in `output` scripts $PREFIX, etc.	Tests	rewrite_env-in-outputs	pull_request	2429143899	1h18m38s	Jun  2, 2022
completed	failure	Add CLI option for changing the compression settings (#4467)	Tests	master	push	2429101499	1h50m28s	Jun  2, 2022
completed	failure	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2428556714	1h14m6s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2428415767	26m13s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2428390141	5m53s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2428346372	9m25s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2428306514	8m14s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2428276028	6m11s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427905726	1h13m54s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427855760	11m3s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427799700	11m39s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427791493	2m27s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427764405	6m3s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427681564	17m44s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427592336	20m1s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427583076	2m43s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427495005	18m9s	Jun  2, 2022
completed	cancelled	Improve CI runtime	Tests	fix-test_pypi_installer_metadata	pull_request	2427438540	11m52s	Jun  2, 2022
